Connecting to host 192.168.15.4, port 5201
[  5] local 192.168.14.2 port 60560 connected to 192.168.15.4 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  3.00 GBytes  25.8 Gbits/sec    0    486 KBytes       
[  5]   1.00-2.00   sec  4.32 GBytes  37.1 Gbits/sec    0    547 KBytes       
[  5]   2.00-3.00   sec  4.89 GBytes  42.0 Gbits/sec    0    547 KBytes       
[  5]   3.00-4.00   sec  4.81 GBytes  41.4 Gbits/sec    0    807 KBytes       
[  5]   4.00-5.00   sec  4.81 GBytes  41.3 Gbits/sec    0    807 KBytes       
[  5]   5.00-6.00   sec  4.90 GBytes  42.1 Gbits/sec    0    807 KBytes       
[  5]   6.00-7.00   sec  4.91 GBytes  42.2 Gbits/sec    0    807 KBytes       
[  5]   7.00-8.00   sec  4.83 GBytes  41.5 Gbits/sec    0    807 KBytes       
[  5]   8.00-9.00   sec  4.77 GBytes  40.9 Gbits/sec    0    807 KBytes       
[  5]   9.00-10.00  sec  4.87 GBytes  41.8 Gbits/sec    0    807 KBytes       
[  5]  10.00-11.00  sec  4.88 GBytes  41.9 Gbits/sec    0    807 KBytes       
[  5]  11.00-12.00  sec  4.85 GBytes  41.7 Gbits/sec    0    807 KBytes       
[  5]  12.00-13.00  sec  4.93 GBytes  42.4 Gbits/sec    0    807 KBytes       
[  5]  13.00-14.00  sec  4.97 GBytes  42.7 Gbits/sec    0    807 KBytes       
[  5]  14.00-15.00  sec  4.94 GBytes  42.5 Gbits/sec    0    807 KBytes       
[  5]  15.00-16.00  sec  4.96 GBytes  42.6 Gbits/sec    0    807 KBytes       
[  5]  16.00-17.00  sec  4.96 GBytes  42.6 Gbits/sec    0    807 KBytes       
[  5]  17.00-18.00  sec  4.18 GBytes  35.9 Gbits/sec    0    807 KBytes       
[  5]  18.00-19.00  sec  4.20 GBytes  36.1 Gbits/sec    0    807 KBytes       
[  5]  19.00-20.00  sec  4.86 GBytes  41.7 Gbits/sec    0    807 KBytes       
[  5]  20.00-21.00  sec  4.17 GBytes  35.8 Gbits/sec    0   1.90 MBytes       
[  5]  21.00-22.00  sec  4.45 GBytes  38.2 Gbits/sec    0   1.90 MBytes       
[  5]  22.00-23.00  sec  4.94 GBytes  42.4 Gbits/sec    0   1.90 MBytes       
[  5]  23.00-24.00  sec  4.99 GBytes  42.9 Gbits/sec    0   1.90 MBytes       
[  5]  24.00-25.00  sec  4.92 GBytes  42.3 Gbits/sec    0   1.90 MBytes       
[  5]  25.00-26.00  sec  4.88 GBytes  41.9 Gbits/sec    0   1.90 MBytes       
[  5]  26.00-27.00  sec  4.97 GBytes  42.7 Gbits/sec    0   1.90 MBytes       
[  5]  27.00-28.00  sec  4.34 GBytes  37.3 Gbits/sec    0   1.90 MBytes       
[  5]  28.00-29.00  sec  3.88 GBytes  33.3 Gbits/sec    0   1.90 MBytes       
[  5]  29.00-30.00  sec  3.89 GBytes  33.4 Gbits/sec    0   1.90 MBytes       
[  5]  30.00-31.00  sec  4.44 GBytes  38.2 Gbits/sec    0   1.90 MBytes       
[  5]  31.00-32.00  sec  4.85 GBytes  41.7 Gbits/sec    0   1.90 MBytes       
[  5]  32.00-33.00  sec  4.86 GBytes  41.7 Gbits/sec    0   1.90 MBytes       
[  5]  33.00-34.00  sec  4.90 GBytes  42.0 Gbits/sec    0   1.90 MBytes       
[  5]  34.00-35.00  sec  4.90 GBytes  42.1 Gbits/sec    0   1.90 MBytes       
[  5]  35.00-36.00  sec  4.92 GBytes  42.3 Gbits/sec    0   1.90 MBytes       
[  5]  36.00-37.00  sec  4.91 GBytes  42.2 Gbits/sec    0   1.90 MBytes       
[  5]  37.00-38.00  sec  4.93 GBytes  42.3 Gbits/sec    0   1.90 MBytes       
[  5]  38.00-39.00  sec  4.91 GBytes  42.2 Gbits/sec    0   1.90 MBytes       
[  5]  39.00-40.00  sec  4.90 GBytes  42.1 Gbits/sec    0   1.90 MBytes       
[  5]  40.00-41.00  sec  4.74 GBytes  40.7 Gbits/sec   32   3.28 MBytes       
[  5]  41.00-42.00  sec  3.93 GBytes  33.8 Gbits/sec    0   3.28 MBytes       
[  5]  42.00-43.00  sec  4.05 GBytes  34.8 Gbits/sec    0   3.28 MBytes       
[  5]  43.00-44.00  sec  3.92 GBytes  33.7 Gbits/sec    0   3.28 MBytes       
[  5]  44.00-45.00  sec  4.54 GBytes  39.0 Gbits/sec    0   3.28 MBytes       
[  5]  45.00-46.00  sec  4.82 GBytes  41.4 Gbits/sec    0   3.28 MBytes       
[  5]  46.00-47.00  sec  4.87 GBytes  41.8 Gbits/sec    0   3.28 MBytes       
[  5]  47.00-48.00  sec  4.87 GBytes  41.8 Gbits/sec    0   3.28 MBytes       
[  5]  48.00-49.00  sec  4.91 GBytes  42.1 Gbits/sec    0   3.28 MBytes       
[  5]  49.00-50.00  sec  4.91 GBytes  42.2 Gbits/sec    0   3.28 MBytes       
[  5]  50.00-51.00  sec  4.91 GBytes  42.2 Gbits/sec    0   3.28 MBytes       
[  5]  51.00-52.00  sec  4.86 GBytes  41.8 Gbits/sec    0   3.28 MBytes       
[  5]  52.00-53.00  sec  4.91 GBytes  42.2 Gbits/sec    0   3.28 MBytes       
[  5]  53.00-54.00  sec  4.91 GBytes  42.2 Gbits/sec    0   3.28 MBytes       
[  5]  54.00-55.00  sec  4.90 GBytes  42.1 Gbits/sec    0   3.28 MBytes       
[  5]  55.00-56.00  sec  4.94 GBytes  42.4 Gbits/sec    0   3.28 MBytes       
[  5]  56.00-57.00  sec  4.90 GBytes  42.1 Gbits/sec    0   3.28 MBytes       
[  5]  57.00-58.00  sec  4.91 GBytes  42.2 Gbits/sec    0   3.28 MBytes       
[  5]  58.00-59.00  sec  4.95 GBytes  42.5 Gbits/sec    0   3.28 MBytes       
[  5]  59.00-60.00  sec  4.93 GBytes  42.3 Gbits/sec    0   3.28 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   282 GBytes  40.4 Gbits/sec   32             sender
[  5]   0.00-60.05  sec   282 GBytes  40.4 Gbits/sec                  receiver

iperf Done.
