Time,Container_ID,Name,CPU_%,Mem_Usage_Limit,Mem_%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,97.52%,27.44MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.00%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,0.01%,31.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,97.52%,27.44MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.00%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,0.01%,31.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,94.75%,27.43MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.05%,32.24MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,94.75%,27.43MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.05%,32.24MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,94.12%,27.68MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.98%,32.24MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,94.12%,27.68MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.98%,32.24MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.11%,27.56MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.11%,27.56MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.18%,27.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.44%,32.16MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.18%,27.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.44%,32.16MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.16%,27.7MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.15%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.27%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.16%,27.7MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.15%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.27%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.03%,27.7MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.03%,27.7MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.53%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.40%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.53%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.40%,32.29MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.41MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.41MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.43MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.43MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.39%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.14%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.47%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.39%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.14%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.47%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.82%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.03%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.82%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.03%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.46%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.46%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.95%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.32%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.95%,27.57MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.32%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.10%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.93%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.10%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.93%,32.31MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.64%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.22%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.52%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.64%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.22%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.52%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.00%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.01%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.00%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.01%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.07%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.07%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.34MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.14%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.14%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.13%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.13%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.10%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.10%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.76%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.83%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.76%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.83%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.48%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.54%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.48%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.54%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.19%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.19%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.20%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.20%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.36%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.36%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.89%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.89%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.14%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.14%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.94%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.94%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.08%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.92%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.08%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.92%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.02%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.18%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.25%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.02%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.18%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.25%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.31%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.31%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.48MiB / 503.5GiB,0.01%
